Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn)
Brekke I Sogn;SN52930;06.04.1944;0
Brekke I Sogn;SN52930;07.04.1944;10,2
Brekke I Sogn;SN52930;08.04.1944;15,3
Brekke I Sogn;SN52930;09.04.1944;0
Brekke I Sogn;SN52930;10.04.1944;0
Brekke I Sogn;SN52930;11.04.1944;2,1
Brekke I Sogn;SN52930;12.04.1944;10,6
Brekke I Sogn;SN52930;13.04.1944;0
Brekke I Sogn;SN52930;14.04.1944;0
Brekke I Sogn;SN52930;15.04.1944;0
Brekke I Sogn;SN52930;16.04.1944;8,5
Brekke I Sogn;SN52930;17.04.1944;0
Brekke I Sogn;SN52930;18.04.1944;0
Brekke I Sogn;SN52930;19.04.1944;0
Brekke I Sogn;SN52930;20.04.1944;1,4
Brekke I Sogn;SN52930;21.04.1944;32,1
Brekke I Sogn;SN52930;22.04.1944;36,1
Brekke I Sogn;SN52930;23.04.1944;10,9
Brekke I Sogn;SN52930;24.04.1944;5,1
Brekke I Sogn;SN52930;25.04.1944;24,3
Brekke I Sogn;SN52930;26.04.1944;0,3
Brekke I Sogn;SN52930;27.04.1944;38
Brekke I Sogn;SN52930;28.04.1944;18,1
Brekke I Sogn;SN52930;29.04.1944;1
Brekke I Sogn;SN52930;30.04.1944;0,6
Brekke I Sogn;SN52930;01.05.1944;28,1
Brekke I Sogn;SN52930;02.05.1944;21,7
Brekke I Sogn;SN52930;03.05.1944;28,6
Brekke I Sogn;SN52930;04.05.1944;0
Brekke I Sogn;SN52930;05.05.1944;0
Brekke I Sogn;SN52930;06.05.1944;0
Brekke I Sogn;SN52930;07.05.1944;0
Brekke I Sogn;SN52930;08.05.1944;0
Brekke I Sogn;SN52930;09.05.1944;0
Brekke I Sogn;SN52930;10.05.1944;0
Brekke I Sogn;SN52930;11.05.1944;13,1
Brekke I Sogn;SN52930;12.05.1944;12,2
Brekke I Sogn;SN52930;13.05.1944;46,3
Brekke I Sogn;SN52930;14.05.1944;20,1
Brekke I Sogn;SN52930;15.05.1944;5
Brekke I Sogn;SN52930;16.05.1944;0
Brekke I Sogn;SN52930;17.05.1944;0
Brekke I Sogn;SN52930;18.05.1944;0
Brekke I Sogn;SN52930;19.05.1944;0
Brekke I Sogn;SN52930;20.05.1944;0
Brekke I Sogn;SN52930;21.05.1944;3,1
Brekke I Sogn;SN52930;22.05.1944;4,3
Brekke I Sogn;SN52930;23.05.1944;0
Brekke I Sogn;SN52930;24.05.1944;0
Brekke I Sogn;SN52930;25.05.1944;0
Brekke I Sogn;SN52930;26.05.1944;0
Brekke I Sogn;SN52930;27.05.1944;11,2
Brekke I Sogn;SN52930;28.05.1944;33,6
Brekke I Sogn;SN52930;29.05.1944;9,3
Brekke I Sogn;SN52930;30.05.1944;0
Brekke I Sogn;SN52930;31.05.1944;0
Brekke I Sogn;SN52930;01.06.1944;0
Brekke I Sogn;SN52930;02.06.1944;0
Brekke I Sogn;SN52930;03.06.1944;0
Brekke I Sogn;SN52930;04.06.1944;0
Brekke I Sogn;SN52930;05.06.1944;29,2
Brekke I Sogn;SN52930;06.06.1944;0
Brekke I Sogn;SN52930;07.06.1944;0
Brekke I Sogn;SN52930;08.06.1944;0
Brekke I Sogn;SN52930;09.06.1944;0,2
Brekke I Sogn;SN52930;10.06.1944;8,2
Brekke I Sogn;SN52930;11.06.1944;0
Brekke I Sogn;SN52930;12.06.1944;12,6
Brekke I Sogn;SN52930;13.06.1944;25,1
Brekke I Sogn;SN52930;14.06.1944;0
Brekke I Sogn;SN52930;15.06.1944;30,9
Brekke I Sogn;SN52930;16.06.1944;9,1
Brekke I Sogn;SN52930;17.06.1944;0
Brekke I Sogn;SN52930;18.06.1944;0
Brekke I Sogn;SN52930;19.06.1944;0
Brekke I Sogn;SN52930;20.06.1944;0
Brekke I Sogn;SN52930;21.06.1944;0
Brekke I Sogn;SN52930;22.06.1944;0
Brekke I Sogn;SN52930;23.06.1944;0
Brekke I Sogn;SN52930;24.06.1944;0
Brekke I Sogn;SN52930;25.06.1944;1,7
Brekke I Sogn;SN52930;26.06.1944;5,4
Brekke I Sogn;SN52930;27.06.1944;0
Brekke I Sogn;SN52930;28.06.1944;14,4
Brekke I Sogn;SN52930;29.06.1944;15,1
Brekke I Sogn;SN52930;30.06.1944;10,2
Brekke I Sogn;SN52930;01.07.1944;3,1
Brekke I Sogn;SN52930;02.07.1944;0
Brekke I Sogn;SN52930;03.07.1944;0
Brekke I Sogn;SN52930;04.07.1944;0
Brekke I Sogn;SN52930;05.07.1944;0
Brekke I Sogn;SN52930;06.07.1944;0
Brekke I Sogn;SN52930;07.07.1944;1,2
Brekke I Sogn;SN52930;08.07.1944;0
Brekke I Sogn;SN52930;09.07.1944;0
Brekke I Sogn;SN52930;10.07.1944;16,7
Brekke I Sogn;SN52930;11.07.1944;14,6
Brekke I Sogn;SN52930;12.07.1944;3,1
Brekke I Sogn;SN52930;13.07.1944;0
Brekke I Sogn;SN52930;14.07.1944;9,5
Brekke I Sogn;SN52930;15.07.1944;3,5
Brekke I Sogn;SN52930;16.07.1944;0
Brekke I Sogn;SN52930;17.07.1944;0
Brekke I Sogn;SN52930;18.07.1944;0
Brekke I Sogn;SN52930;19.07.1944;0
Brekke I Sogn;SN52930;20.07.1944;0
Brekke I Sogn;SN52930;21.07.1944;0
Brekke I Sogn;SN52930;22.07.1944;0
Brekke I Sogn;SN52930;23.07.1944;0
Brekke I Sogn;SN52930;24.07.1944;0
Brekke I Sogn;SN52930;25.07.1944;0
Brekke I Sogn;SN52930;26.07.1944;0
Brekke I Sogn;SN52930;27.07.1944;0
Brekke I Sogn;SN52930;28.07.1944;0,5
Brekke I Sogn;SN52930;29.07.1944;7,1
Brekke I Sogn;SN52930;30.07.1944;0
Brekke I Sogn;SN52930;31.07.1944;0
Brekke I Sogn;SN52930;01.08.1944;0
Brekke I Sogn;SN52930;02.08.1944;0
Brekke I Sogn;SN52930;03.08.1944;0
Brekke I Sogn;SN52930;04.08.1944;0
Brekke I Sogn;SN52930;05.08.1944;0
Brekke I Sogn;SN52930;06.08.1944;0
Brekke I Sogn;SN52930;07.08.1944;0
Brekke I Sogn;SN52930;08.08.1944;0
Brekke I Sogn;SN52930;09.08.1944;0
Brekke I Sogn;SN52930;10.08.1944;20
Brekke I Sogn;SN52930;11.08.1944;35,3
Brekke I Sogn;SN52930;12.08.1944;20,5
Brekke I Sogn;SN52930;13.08.1944;12
Brekke I Sogn;SN52930;14.08.1944;9
Brekke I Sogn;SN52930;15.08.1944;3,5
Brekke I Sogn;SN52930;16.08.1944;31,1
Brekke I Sogn;SN52930;17.08.1944;14,9
Brekke I Sogn;SN52930;18.08.1944;16,9
Brekke I Sogn;SN52930;19.08.1944;96,7
Brekke I Sogn;SN52930;20.08.1944;12,3
Brekke I Sogn;SN52930;21.08.1944;0
Brekke I Sogn;SN52930;22.08.1944;0
Brekke I Sogn;SN52930;23.08.1944;0
Brekke I Sogn;SN52930;24.08.1944;0
Brekke I Sogn;SN52930;25.08.1944;0
Brekke I Sogn;SN52930;26.08.1944;15,7
Brekke I Sogn;SN52930;27.08.1944;0
Brekke I Sogn;SN52930;28.08.1944;55,1
Brekke I Sogn;SN52930;29.08.1944;9,1
Brekke I Sogn;SN52930;30.08.1944;0
Brekke I Sogn;SN52930;31.08.1944;0
Brekke I Sogn;SN52930;01.09.1944;17,4
Brekke I Sogn;SN52930;02.09.1944;0
Brekke I Sogn;SN52930;03.09.1944;12,1
Brekke I Sogn;SN52930;04.09.1944;6,9
Brekke I Sogn;SN52930;05.09.1944;0
Brekke I Sogn;SN52930;06.09.1944;0
Brekke I Sogn;SN52930;07.09.1944;0
Brekke I Sogn;SN52930;08.09.1944;5
Brekke I Sogn;SN52930;09.09.1944;20,1
Brekke I Sogn;SN52930;10.09.1944;0
Brekke I Sogn;SN52930;11.09.1944;19,1
Brekke I Sogn;SN52930;12.09.1944;0
Brekke I Sogn;SN52930;13.09.1944;0
Brekke I Sogn;SN52930;14.09.1944;0
Brekke I Sogn;SN52930;15.09.1944;0
Brekke I Sogn;SN52930;16.09.1944;32,1
Brekke I Sogn;SN52930;17.09.1944;20,6
Brekke I Sogn;SN52930;18.09.1944;6,2
Brekke I Sogn;SN52930;19.09.1944;0
Brekke I Sogn;SN52930;20.09.1944;0
Brekke I Sogn;SN52930;21.09.1944;2,1
Brekke I Sogn;SN52930;22.09.1944;0
Brekke I Sogn;SN52930;23.09.1944;0
Brekke I Sogn;SN52930;24.09.1944;4,2
Brekke I Sogn;SN52930;25.09.1944;22,4
Brekke I Sogn;SN52930;26.09.1944;29,2
Brekke I Sogn;SN52930;27.09.1944;26,7
Brekke I Sogn;SN52930;28.09.1944;24,6
Brekke I Sogn;SN52930;29.09.1944;4,8
Brekke I Sogn;SN52930;30.09.1944;66,2
Brekke I Sogn;SN52930;01.10.1944;42,9
Brekke I Sogn;SN52930;02.10.1944;5,7
Brekke I Sogn;SN52930;03.10.1944;7
Brekke I Sogn;SN52930;04.10.1944;0
Brekke I Sogn;SN52930;05.10.1944;0
Brekke I Sogn;SN52930;06.10.1944;4
Brekke I Sogn;SN52930;07.10.1944;10,3
Brekke I Sogn;SN52930;08.10.1944;11,7
Brekke I Sogn;SN52930;09.10.1944;0
Brekke I Sogn;SN52930;10.10.1944;0
Brekke I Sogn;SN52930;11.10.1944;4
Brekke I Sogn;SN52930;12.10.1944;0
Brekke I Sogn;SN52930;13.10.1944;5,1
Brekke I Sogn;SN52930;14.10.1944;20,2
Brekke I Sogn;SN52930;15.10.1944;12,5
Brekke I Sogn;SN52930;16.10.1944;19,3
Brekke I Sogn;SN52930;17.10.1944;0
Brekke I Sogn;SN52930;18.10.1944;18,7
Brekke I Sogn;SN52930;19.10.1944;50,2
Brekke I Sogn;SN52930;20.10.1944;18,5
Brekke I Sogn;SN52930;21.10.1944;0
Brekke I Sogn;SN52930;22.10.1944;0
Brekke I Sogn;SN52930;23.10.1944;0
Brekke I Sogn;SN52930;24.10.1944;0
Brekke I Sogn;SN52930;25.10.1944;0
Brekke I Sogn;SN52930;26.10.1944;14,9
Brekke I Sogn;SN52930;27.10.1944;4,9
Brekke I Sogn;SN52930;28.10.1944;0
Brekke I Sogn;SN52930;29.10.1944;0
Brekke I Sogn;SN52930;30.10.1944;0
Brekke I Sogn;SN52930;31.10.1944;10,9
Brekke I Sogn;SN52930;01.11.1944;36,6
Brekke I Sogn;SN52930;02.11.1944;0
Brekke I Sogn;SN52930;03.11.1944;0
Brekke I Sogn;SN52930;04.11.1944;7,4
Brekke I Sogn;SN52930;05.11.1944;32,3
Brekke I Sogn;SN52930;06.11.1944;12,5
Brekke I Sogn;SN52930;07.11.1944;6,2
Brekke I Sogn;SN52930;08.11.1944;0
Brekke I Sogn;SN52930;09.11.1944;0
Brekke I Sogn;SN52930;10.11.1944;0
Brekke I Sogn;SN52930;11.11.1944;0
Brekke I Sogn;SN52930;12.11.1944;0
Brekke I Sogn;SN52930;13.11.1944;0
Brekke I Sogn;SN52930;14.11.1944;0
Brekke I Sogn;SN52930;15.11.1944;0
Brekke I Sogn;SN52930;16.11.1944;0
Brekke I Sogn;SN52930;17.11.1944;0
Brekke I Sogn;SN52930;18.11.1944;0
Brekke I Sogn;SN52930;19.11.1944;0
Brekke I Sogn;SN52930;20.11.1944;0
Brekke I Sogn;SN52930;21.11.1944;0
Brekke I Sogn;SN52930;22.11.1944;0
Brekke I Sogn;SN52930;23.11.1944;1,4
Brekke I Sogn;SN52930;24.11.1944;13,5
Brekke I Sogn;SN52930;25.11.1944;16,9
Brekke I Sogn;SN52930;26.11.1944;0
Brekke I Sogn;SN52930;27.11.1944;0
Brekke I Sogn;SN52930;28.11.1944;2,1
Brekke I Sogn;SN52930;29.11.1944;40,9
Brekke I Sogn;SN52930;30.11.1944;37,6
Brekke I Sogn;SN52930;01.12.1944;14,1
Brekke I Sogn;SN52930;02.12.1944;48,5
Brekke I Sogn;SN52930;03.12.1944;10,3
Brekke I Sogn;SN52930;04.12.1944;5,2
Brekke I Sogn;SN52930;05.12.1944;0
Brekke I Sogn;SN52930;06.12.1944;0
Brekke I Sogn;SN52930;07.12.1944;10,1
Brekke I Sogn;SN52930;08.12.1944;0
Brekke I Sogn;SN52930;09.12.1944;0
Brekke I Sogn;SN52930;10.12.1944;0,7
Brekke I Sogn;SN52930;11.12.1944;0,5
Brekke I Sogn;SN52930;12.12.1944;0
Brekke I Sogn;SN52930;13.12.1944;0
Brekke I Sogn;SN52930;14.12.1944;0
Brekke I Sogn;SN52930;15.12.1944;0
Brekke I Sogn;SN52930;16.12.1944;0
Brekke I Sogn;SN52930;17.12.1944;0
Brekke I Sogn;SN52930;18.12.1944;0
Brekke I Sogn;SN52930;19.12.1944;25,1
Brekke I Sogn;SN52930;20.12.1944;23,2
Brekke I Sogn;SN52930;21.12.1944;11,5
Brekke I Sogn;SN52930;22.12.1944;9,1
Brekke I Sogn;SN52930;23.12.1944;9,6
Brekke I Sogn;SN52930;24.12.1944;10,3
Brekke I Sogn;SN52930;25.12.1944;20,1
Brekke I Sogn;SN52930;26.12.1944;17,7
Brekke I Sogn;SN52930;27.12.1944;5,3
Brekke I Sogn;SN52930;28.12.1944;3
Brekke I Sogn;SN52930;29.12.1944;3,9
Brekke I Sogn;SN52930;30.12.1944;34,9
Brekke I Sogn;SN52930;31.12.1944;0,6
Brekke I Sogn;SN52930;01.01.1945;19,2
Brekke I Sogn;SN52930;02.01.1945;33,1
Brekke I Sogn;SN52930;03.01.1945;13,4
Brekke I Sogn;SN52930;04.01.1945;0
Brekke I Sogn;SN52930;05.01.1945;0
Brekke I Sogn;SN52930;06.01.1945;12,9
Brekke I Sogn;SN52930;07.01.1945;35,2
Brekke I Sogn;SN52930;08.01.1945;19,7
Brekke I Sogn;SN52930;09.01.1945;0,4
Brekke I Sogn;SN52930;10.01.1945;0
Brekke I Sogn;SN52930;11.01.1945;0
Brekke I Sogn;SN52930;12.01.1945;0
Brekke I Sogn;SN52930;13.01.1945;0
Brekke I Sogn;SN52930;14.01.1945;2,9
Brekke I Sogn;SN52930;15.01.1945;7,6
Brekke I Sogn;SN52930;16.01.1945;10,2
Brekke I Sogn;SN52930;17.01.1945;35,1
Brekke I Sogn;SN52930;18.01.1945;7
Brekke I Sogn;SN52930;19.01.1945;0
Brekke I Sogn;SN52930;20.01.1945;0
Brekke I Sogn;SN52930;21.01.1945;0
Brekke I Sogn;SN52930;22.01.1945;0
Brekke I Sogn;SN52930;23.01.1945;0
Brekke I Sogn;SN52930;24.01.1945;0
Brekke I Sogn;SN52930;25.01.1945;0
Brekke I Sogn;SN52930;26.01.1945;0
Brekke I Sogn;SN52930;27.01.1945;0
Brekke I Sogn;SN52930;28.01.1945;0
Brekke I Sogn;SN52930;29.01.1945;0
Brekke I Sogn;SN52930;30.01.1945;0
Brekke I Sogn;SN52930;31.01.1945;0
Brekke I Sogn;SN52930;01.02.1945;0
Brekke I Sogn;SN52930;02.02.1945;0
Brekke I Sogn;SN52930;03.02.1945;5,5
Brekke I Sogn;SN52930;04.02.1945;0
Brekke I Sogn;SN52930;05.02.1945;6,3
Brekke I Sogn;SN52930;06.02.1945;3,8
Brekke I Sogn;SN52930;07.02.1945;16,5
Brekke I Sogn;SN52930;08.02.1945;41,1
Brekke I Sogn;SN52930;09.02.1945;9,4
Brekke I Sogn;SN52930;10.02.1945;0
Brekke I Sogn;SN52930;11.02.1945;1,2
Brekke I Sogn;SN52930;12.02.1945;4,6
Brekke I Sogn;SN52930;13.02.1945;0
Brekke I Sogn;SN52930;14.02.1945;26,5
Brekke I Sogn;SN52930;15.02.1945;20,1
Brekke I Sogn;SN52930;16.02.1945;1,5
Brekke I Sogn;SN52930;17.02.1945;10,1
Brekke I Sogn;SN52930;18.02.1945;12,4
Brekke I Sogn;SN52930;19.02.1945;63
Brekke I Sogn;SN52930;20.02.1945;33,6
Brekke I Sogn;SN52930;21.02.1945;25,2
Brekke I Sogn;SN52930;22.02.1945;41,9
Brekke I Sogn;SN52930;23.02.1945;3,1
Brekke I Sogn;SN52930;24.02.1945;25,6
Brekke I Sogn;SN52930;25.02.1945;42
Brekke I Sogn;SN52930;26.02.1945;3,1
Brekke I Sogn;SN52930;27.02.1945;15
Brekke I Sogn;SN52930;28.02.1945;55,6
Brekke I Sogn;SN52930;01.03.1945;75,9
Brekke I Sogn;SN52930;02.03.1945;5,7
Brekke I Sogn;SN52930;03.03.1945;6,3
Brekke I Sogn;SN52930;04.03.1945;7,2
Brekke I Sogn;SN52930;05.03.1945;1,5
Brekke I Sogn;SN52930;06.03.1945;2
Brekke I Sogn;SN52930;07.03.1945;0,3
Brekke I Sogn;SN52930;08.03.1945;4,1
Brekke I Sogn;SN52930;09.03.1945;0
Brekke I Sogn;SN52930;10.03.1945;2,3
Brekke I Sogn;SN52930;11.03.1945;28,5
Brekke I Sogn;SN52930;12.03.1945;7,9
Brekke I Sogn;SN52930;13.03.1945;2,5
Brekke I Sogn;SN52930;14.03.1945;2
Brekke I Sogn;SN52930;15.03.1945;43,2
Brekke I Sogn;SN52930;16.03.1945;31,7
Brekke I Sogn;SN52930;17.03.1945;16,6
Brekke I Sogn;SN52930;18.03.1945;0
Brekke I Sogn;SN52930;19.03.1945;13,2
Brekke I Sogn;SN52930;20.03.1945;30,1
Brekke I Sogn;SN52930;21.03.1945;29,2
Brekke I Sogn;SN52930;22.03.1945;25,9
Brekke I Sogn;SN52930;23.03.1945;35,8
Brekke I Sogn;SN52930;24.03.1945;0
Brekke I Sogn;SN52930;25.03.1945;0
Brekke I Sogn;SN52930;26.03.1945;0
Brekke I Sogn;SN52930;27.03.1945;0
Brekke I Sogn;SN52930;28.03.1945;1,8
Brekke I Sogn;SN52930;29.03.1945;8,6
Brekke I Sogn;SN52930;30.03.1945;9,2
Brekke I Sogn;SN52930;31.03.1945;13,5
Brekke I Sogn;SN52930;01.04.1945;80,7
Brekke I Sogn;SN52930;02.04.1945;41,1
Brekke I Sogn;SN52930;03.04.1945;10,3
Brekke I Sogn;SN52930;04.04.1945;2,2
Brekke I Sogn;SN52930;05.04.1945;0
Brekke I Sogn;SN52930;06.04.1945;0
Brekke I Sogn;SN52930;07.04.1945;0
Brekke I Sogn;SN52930;08.04.1945;9,2
Brekke I Sogn;SN52930;09.04.1945;10,6
Brekke I Sogn;SN52930;10.04.1945;23,5
Brekke I Sogn;SN52930;11.04.1945;0
Brekke I Sogn;SN52930;12.04.1945;0
Brekke I Sogn;SN52930;13.04.1945;0
Brekke I Sogn;SN52930;14.04.1945;0
Brekke I Sogn;SN52930;15.04.1945;0
Brekke I Sogn;SN52930;16.04.1945;2,9
Brekke I Sogn;SN52930;17.04.1945;10,9
Brekke I Sogn;SN52930;18.04.1945;1,9
Brekke I Sogn;SN52930;19.04.1945;22,2
Brekke I Sogn;SN52930;20.04.1945;21,1
Brekke I Sogn;SN52930;21.04.1945;23,1
Brekke I Sogn;SN52930;22.04.1945;3,5
Brekke I Sogn;SN52930;23.04.1945;0
Brekke I Sogn;SN52930;24.04.1945;0
Brekke I Sogn;SN52930;25.04.1945;10,2
Brekke I Sogn;SN52930;26.04.1945;1,2
Brekke I Sogn;SN52930;27.04.1945;4,3
Brekke I Sogn;SN52930;28.04.1945;6,2
Brekke I Sogn;SN52930;29.04.1945;5,9
Brekke I Sogn;SN52930;30.04.1945;0
Brekke I Sogn;SN52930;01.05.1945;0
Brekke I Sogn;SN52930;02.05.1945;0
Brekke I Sogn;SN52930;03.05.1945;0
Brekke I Sogn;SN52930;04.05.1945;0
Brekke I Sogn;SN52930;05.05.1945;0
Brekke I Sogn;SN52930;06.05.1945;0
Brekke I Sogn;SN52930;07.05.1945;0
Brekke I Sogn;SN52930;08.05.1945;0
Brekke I Sogn;SN52930;09.05.1945;0
Brekke I Sogn;SN52930;10.05.1945;9,1
Brekke I Sogn;SN52930;11.05.1945;39,5
Brekke I Sogn;SN52930;12.05.1945;17,9
Brekke I Sogn;SN52930;13.05.1945;0
Brekke I Sogn;SN52930;14.05.1945;26,2
Brekke I Sogn;SN52930;15.05.1945;17,5
Brekke I Sogn;SN52930;16.05.1945;14,2
Brekke I Sogn;SN52930;17.05.1945;7,9
Brekke I Sogn;SN52930;18.05.1945;5,1
Brekke I Sogn;SN52930;19.05.1945;0
Brekke I Sogn;SN52930;20.05.1945;0
Brekke I Sogn;SN52930;21.05.1945;0
Brekke I Sogn;SN52930;22.05.1945;0
Brekke I Sogn;SN52930;23.05.1945;0
Brekke I Sogn;SN52930;24.05.1945;0
Brekke I Sogn;SN52930;25.05.1945;0
Brekke I Sogn;SN52930;26.05.1945;0
Brekke I Sogn;SN52930;27.05.1945;0
Brekke I Sogn;SN52930;28.05.1945;0
Brekke I Sogn;SN52930;29.05.1945;0
Brekke I Sogn;SN52930;30.05.1945;3,9
Brekke I Sogn;SN52930;31.05.1945;8,4
Brekke I Sogn;SN52930;01.06.1945;5,6
Brekke I Sogn;SN52930;02.06.1945;0
Brekke I Sogn;SN52930;03.06.1945;0
Brekke I Sogn;SN52930;04.06.1945;6,9
Brekke I Sogn;SN52930;05.06.1945;3,2
Brekke I Sogn;SN52930;06.06.1945;0
Brekke I Sogn;SN52930;07.06.1945;24,9
Brekke I Sogn;SN52930;08.06.1945;20,1
Brekke I Sogn;SN52930;09.06.1945;30,9
Brekke I Sogn;SN52930;10.06.1945;25,6
Brekke I Sogn;SN52930;11.06.1945;4,1
Brekke I Sogn;SN52930;12.06.1945;9,2
Brekke I Sogn;SN52930;13.06.1945;9,4
Brekke I Sogn;SN52930;14.06.1945;0
Brekke I Sogn;SN52930;15.06.1945;5,2
Brekke I Sogn;SN52930;16.06.1945;20,1
Brekke I Sogn;SN52930;17.06.1945;15,9
Brekke I Sogn;SN52930;18.06.1945;35,7
Brekke I Sogn;SN52930;19.06.1945;0
Brekke I Sogn;SN52930;20.06.1945;0
Brekke I Sogn;SN52930;21.06.1945;0
Brekke I Sogn;SN52930;22.06.1945;0
Brekke I Sogn;SN52930;23.06.1945;0
Brekke I Sogn;SN52930;24.06.1945;0
Brekke I Sogn;SN52930;25.06.1945;10
Brekke I Sogn;SN52930;26.06.1945;0
Brekke I Sogn;SN52930;27.06.1945;0
Brekke I Sogn;SN52930;28.06.1945;0
Brekke I Sogn;SN52930;29.06.1945;0
Brekke I Sogn;SN52930;30.06.1945;0
Brekke I Sogn;SN52930;01.07.1945;0
Brekke I Sogn;SN52930;02.07.1945;5,6
Brekke I Sogn;SN52930;03.07.1945;0
Brekke I Sogn;SN52930;04.07.1945;0
Brekke I Sogn;SN52930;05.07.1945;0
Brekke I Sogn;SN52930;06.07.1945;0
Brekke I Sogn;SN52930;07.07.1945;2,1
Brekke I Sogn;SN52930;08.07.1945;5,7
Brekke I Sogn;SN52930;09.07.1945;19,9
Brekke I Sogn;SN52930;10.07.1945;0
Brekke I Sogn;SN52930;11.07.1945;0
Brekke I Sogn;SN52930;12.07.1945;0
Brekke I Sogn;SN52930;13.07.1945;0
Brekke I Sogn;SN52930;14.07.1945;0
Brekke I Sogn;SN52930;15.07.1945;0
Brekke I Sogn;SN52930;16.07.1945;0
Brekke I Sogn;SN52930;17.07.1945;0
Brekke I Sogn;SN52930;18.07.1945;5,1
Brekke I Sogn;SN52930;19.07.1945;0
Brekke I Sogn;SN52930;20.07.1945;0
Brekke I Sogn;SN52930;21.07.1945;0
Brekke I Sogn;SN52930;22.07.1945;5,7
Brekke I Sogn;SN52930;23.07.1945;4,3
Brekke I Sogn;SN52930;24.07.1945;15,7
Brekke I Sogn;SN52930;25.07.1945;17,9
Brekke I Sogn;SN52930;26.07.1945;6,2
Brekke I Sogn;SN52930;27.07.1945;0
Brekke I Sogn;SN52930;28.07.1945;0
Brekke I Sogn;SN52930;29.07.1945;0
Brekke I Sogn;SN52930;30.07.1945;0
Brekke I Sogn;SN52930;31.07.1945;0
Brekke I Sogn;SN52930;01.08.1945;0
Brekke I Sogn;SN52930;02.08.1945;0
Brekke I Sogn;SN52930;03.08.1945;0
Brekke I Sogn;SN52930;04.08.1945;0
Brekke I Sogn;SN52930;05.08.1945;0
Brekke I Sogn;SN52930;06.08.1945;0
Brekke I Sogn;SN52930;07.08.1945;0
Brekke I Sogn;SN52930;08.08.1945;0
Brekke I Sogn;SN52930;09.08.1945;0
Brekke I Sogn;SN52930;10.08.1945;0
Brekke I Sogn;SN52930;11.08.1945;0
Brekke I Sogn;SN52930;12.08.1945;0
Brekke I Sogn;SN52930;13.08.1945;0
Brekke I Sogn;SN52930;14.08.1945;0
Brekke I Sogn;SN52930;15.08.1945;0
Brekke I Sogn;SN52930;16.08.1945;0
Brekke I Sogn;SN52930;17.08.1945;0
Brekke I Sogn;SN52930;18.08.1945;0
Brekke I Sogn;SN52930;19.08.1945;0
Brekke I Sogn;SN52930;20.08.1945;0
Brekke I Sogn;SN52930;21.08.1945;0
Brekke I Sogn;SN52930;22.08.1945;0
Brekke I Sogn;SN52930;23.08.1945;0
Brekke I Sogn;SN52930;24.08.1945;0
Brekke I Sogn;SN52930;25.08.1945;60,1
Brekke I Sogn;SN52930;26.08.1945;0
Brekke I Sogn;SN52930;27.08.1945;0
Brekke I Sogn;SN52930;28.08.1945;0
Brekke I Sogn;SN52930;29.08.1945;4,5
Brekke I Sogn;SN52930;30.08.1945;10,6
Brekke I Sogn;SN52930;31.08.1945;3,2
Brekke I Sogn;SN52930;01.09.1945;0
Brekke I Sogn;SN52930;02.09.1945;0
Brekke I Sogn;SN52930;03.09.1945;0
Brekke I Sogn;SN52930;04.09.1945;0
Brekke I Sogn;SN52930;05.09.1945;5,5
Brekke I Sogn;SN52930;06.09.1945;0
Brekke I Sogn;SN52930;07.09.1945;0
Brekke I Sogn;SN52930;08.09.1945;2,1
Brekke I Sogn;SN52930;09.09.1945;3,2
Brekke I Sogn;SN52930;10.09.1945;0
Brekke I Sogn;SN52930;11.09.1945;0
Brekke I Sogn;SN52930;12.09.1945;0
Brekke I Sogn;SN52930;13.09.1945;40,1
Brekke I Sogn;SN52930;14.09.1945;2,4
Brekke I Sogn;SN52930;15.09.1945;10
Brekke I Sogn;SN52930;16.09.1945;20
Brekke I Sogn;SN52930;17.09.1945;0
Brekke I Sogn;SN52930;18.09.1945;0
Brekke I Sogn;SN52930;19.09.1945;0
Brekke I Sogn;SN52930;20.09.1945;5
Brekke I Sogn;SN52930;21.09.1945;12,7
Brekke I Sogn;SN52930;22.09.1945;2,4
Brekke I Sogn;SN52930;23.09.1945;16,3
Brekke I Sogn;SN52930;24.09.1945;0,9
Brekke I Sogn;SN52930;25.09.1945;10,9
Brekke I Sogn;SN52930;26.09.1945;0,5
Brekke I Sogn;SN52930;27.09.1945;14,1
Brekke I Sogn;SN52930;28.09.1945;5,3
Brekke I Sogn;SN52930;29.09.1945;0,8
Brekke I Sogn;SN52930;30.09.1945;2,5
Brekke I Sogn;SN52930;01.10.1945;17,5
Brekke I Sogn;SN52930;02.10.1945;0,5
Brekke I Sogn;SN52930;03.10.1945;0
Brekke I Sogn;SN52930;04.10.1945;0
Brekke I Sogn;SN52930;05.10.1945;0,3
Brekke I Sogn;SN52930;06.10.1945;0
Brekke I Sogn;SN52930;07.10.1945;0
Brekke I Sogn;SN52930;08.10.1945;3
Brekke I Sogn;SN52930;09.10.1945;43,1
Brekke I Sogn;SN52930;10.10.1945;61,2
Brekke I Sogn;SN52930;11.10.1945;0,8
Brekke I Sogn;SN52930;12.10.1945;21,7
Brekke I Sogn;SN52930;13.10.1945;4,9
Brekke I Sogn;SN52930;14.10.1945;15,3
Brekke I Sogn;SN52930;15.10.1945;0
Brekke I Sogn;SN52930;16.10.1945;10,1
Brekke I Sogn;SN52930;17.10.1945;16,9
